name,category,description,price,reviews
Dell Jacket X 53,Electronics,"This electronics is crafted from synthetic, available in green, small size, and features a modern design for everyday use. Enjoy its comfortable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for modern style combined with comfortable functionality and high-quality synthetic construction.",213.89,2380
Ninja Shoes X 94,Home,"This home is crafted from metal, available in black, XL size, and features a modern design for everyday use. Enjoy its durable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for modern style combined with durable functionality and high-quality metal construction.",450.31,911
Fisher-Price Jacket Pro 67,Toys,"This toys is crafted from metal, available in pink, 9 size, and features a elegant design for everyday use. Enjoy its lightweight properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for elegant style combined with lightweight functionality and high-quality metal construction.",111.68,1407
Dell Shoes Pro 30,Electronics,"This electronics is crafted from metal, available in black, 6 size, and features a sporty design for everyday use. Enjoy its comfortable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for sporty style combined with comfortable functionality and high-quality metal construction.",951.86,3116
Fossil Socks X 92,Accessories,"This accessories is crafted from canvas, available in yellow, 6 size, and features a classic design for everyday use. Enjoy its versatile properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with versatile functionality and high-quality canvas construction.",589.58,410
KitchenAid Headphones Ultra 20,Home,"This home is crafted from polyester, available in pink, 6 size, and features a classic design for everyday use. Enjoy its waterproof properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with waterproof functionality and high-quality polyester construction.",154.77,3170
Nike Socks Ultra 27,Shoes,"This shoes is crafted from rubber, available in grey, 9 size, and features a elegant design for everyday use. Enjoy its versatile properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for elegant style combined with versatile functionality and high-quality rubber construction.",795.18,4195
Zara Headphones Elite 3,Clothing,"This clothing is crafted from cotton, available in green, medium size, and features a modern design for everyday use. Enjoy its durable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for modern style combined with durable functionality and high-quality cotton construction.",442.09,372
Dyson Headphones Elite 78,Home,"This home is crafted from rubber, available in green, 10 size, and features a modern design for everyday use. Enjoy its lightweight properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for modern style combined with lightweight functionality and high-quality rubber construction.",199.97,1717
Ninja Headphones Ultra 29,Home,"This home is crafted from leather, available in red, medium size, and features a sporty design for everyday use. Enjoy its waterproof properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for sporty style combined with waterproof functionality and high-quality leather construction.",792.51,4789
Swatch Shoes Ultra 6,Accessories,"This accessories is crafted from polyester, available in red, medium size, and features a elegant design for everyday use. Enjoy its comfortable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for elegant style combined with comfortable functionality and high-quality polyester construction.",530.86,779
Casio Watch Ultra 54,Accessories,"This accessories is crafted from plastic, available in pink, 7 size, and features a casual design for everyday use. Enjoy its versatile properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for casual style combined with versatile functionality and high-quality plastic construction.",947.66,4765
